"#","Company","Contact","City","Phone","Email","Website","Status","Notes"
"417","Black Diamond PPF & Tint - Olmito","Black Diamond PPF & Tint - Olmito","Olmito","(956) 558-2263","info@blackdiamondrgv.com","https://blackdiamondrgv.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-Olmito&utm_content=website_button","not_called",""
"418","EasTex Solar","EasTex Solar","Palestine","(903) 805-1849","team@latofonts.com","http://www.eastexsolar.com/","not_called",""
"419","Niro","Jeremy Turner","Pearland","(832) 756-4800","info@mynirobome.com","https://mynirobome.com/","not_called",""
"420","Longhorn Solar - Austin","Longhorn Solar - Austin","Pflugerville","(512) 837-4800","contact@longhornsolar.com","https://longhornsolar.com/","not_called",""
"421","Longhorn Solar","KELLI PEDERSEN","Pflugerville","(512) 837-4800","contact@longhornsolar.com","longhornSolar.com","not_called",""
"422","IES Texas Solar - Austin","IES Texas Solar - Austin","Pflugerville","(512) 766-4276","iestxsolar@ies-co.com","https://www.iestxsolar.com/","not_called",""
"423","My Roof Solar","My Roof Solar","Plano","(469) 461-1996","sales@myroofus.com","https://myroofus.com/solar/","not_called",""
"424","Enova Electrification","Enova Electrification","Plano","(281) 713-4858","info@enovaelectrification.com","https://enovaelectrification.com/","not_called",""
"425","Renewables Hub","Renewables Hub","Plano","(469) 833-2716","","","not_called",""
"426","Solar eTribe","Solar eTribe","Plano","(972) 400-6422","info@solaretribe.com","http://solaretribe.com/","not_called",""
"427","Universal Solar System","Universal Solar System","Plano","(512) 772-1422","info@universalsolarsystem.net","https://www.universalsolarsystem.net/","not_called",""
"428","NXT LVL SLR","NXT LVL SLR","Plano","(833) 698-5852","info@facebook.com","https://www.facebook.com/seotx?mibextid=LQQJ4d","not_called",""
"429","Solar Connect","Solar Connect","Plano","(904) 351-8395","info@solarconnect.energy","https://www.solarconnect.energy/","not_called",""
"430","Sunstra","Sunstra","Plano","(469) 215-1335","sales@sunstra.com","https://sunstra.com/","not_called",""
"431","Longhorn Solar - Plano","Longhorn Solar - Plano","Plano","(972) 850-7764","contact@longhornsolar.com","https://longhornsolar.com/","not_called",""
"432","Inspire Solar","Inspire Solar","Plano","(866) 939-0089","info@inspiresolar.com","http://inspiresolar.com/","not_called",""
"433","Freedom Forever","Freedom Forever","Plano","(888) 557-6431","info@freedomforever.com","https://www.freedomforever.com/","not_called",""
"434","ZUNA SOLAR","ZUNA SOLAR","Plano","(817) 786-6120","info@zunasolar.com","https://www.zunasolar.com/","not_called",""
"435","Green Era Solar","Green Era Solar","Pleasanton","(210) 934-4414","info@greenerasolar.energy","https://greenerasolar.energy/","not_called",""
"436","Impact Renewable Energy","Impact Renewable Energy","Poteet","(210) 409-4646","","","not_called",""
"437","How much solar energy can you collect?","How much solar energy can you collect?","Red Oak","(678) 961-8855","","","not_called",""
"438","Solartime USA","Solartime USA","Richardson","(972) 675-7725","info@solartimeusa.com","https://www.solartime.us/","not_called",""
"439","RISE Power LLC","RISE Power LLC","Richardson","(855) 747-3769","info@risepower.energy","https://risepower.energy/","not_called",""
"440","Immediate Solar LLC","Immediate Solar LLC","Richardson","(469) 349-7955","info@immediatesolar.com","http://immediatesolar.com/","not_called",""
"441","Metroplex solar panels","Metroplex solar panels","Richardson","(214) 662-3746","","","not_called",""
"442","Texas Best Solar","Texas Best Solar","Richardson","(940) 242-1285","info@texasbestsolar.com","http://www.texasbestsolar.com/","not_called",""
"443","Prime SLR","Prime SLR","Richardson","(469) 980-0351","Mustafa.joulani@primeslr.com","https://www.primeslr.com/","not_called",""
"444","Atlas Solar Power","Atlas Solar Power","Richland Hills","(214) 256-3799","info@atlasenergy.org","https://www.atlasenergy.org/","not_called",""
"445","The Professional Shutter Company","The Professional Shutter Company","Rio Hondo","(956) 561-9664","info@theprofessionalshuttercompany.com","https://theprofessionalshuttercompany.com/","not_called",""
"446","Arvo Solar Dallas-Fort Worth","Arvo Solar Dallas-Fort Worth","Rockwall","(817) 242-2786","info@goarvo.com","https://goarvo.com/dallas-fort-worth","not_called",""
"447","Sonepar","Jessica Morris","Round Rock","(512) 246-8001","","","not_called",""
"448","Longhorn Solar","Louis Petrik","Round Rock","(512) 837-4800","contact@longhornsolar.com","www.longhornsolar.com","not_called",""
"449","Freedom Forever","Freedom Forever","Round Rock","(888) 557-6431","info@freedomforever.com","https://www.freedomforever.com/","not_called",""
"450","Greenstar Power","Greenstar Power","Round Rock","(512) 253-7100","info@greenstarpower.com","https://greenstarpower.com/","not_called",""
"451","Solar Power Systems Round Rock","Solar Power Systems Round Rock","Round Rock","(512) 714-2451","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Round-Rock","not_called",""
"452","GNRG USA North Austin","GNRG USA North Austin","Round Rock","(512) 675-8777","info@gnrgusana.com","https://gnrgusana.com/","not_called",""
"453","IES Texas Solar - Dallas","IES Texas Solar - Dallas","Rowlett","(512) 766-4276","iestxsolar@ies-co.com","https://iestxsolar.com/","not_called",""
"454","NOVOS Energy Solar","NOVOS Energy Solar","Rowlett","(800) 990-4598","","","not_called",""
"455","Monument Solar","Monument Solar","Saginaw","(682) 707-5224","admin@gomonumentsolar.com","http://www.gomonumentsolar.com/","not_called",""
"456","Ramirez Innovations LLC","Ramirez Innovations LLC","San Benito","(956) 626-1024","info@ramirezinnovationsllc.com","http://ramirezinnovationsllc.com/","not_called",""
"457","Epik Solar of San Marcos","Epik Solar of San Marcos","San Marcos","(737) 283-3365","sales@epiksolar.com","https://epiksolar.com/locations/san-marcos/","not_called",""
"458","Divided Sky Roofing & Solar","Divided Sky Roofing & Solar","San Marcos","(512) 995-7663","info@mydividedsky.com","https://mydividedsky.com/","not_called",""
"459","Freedom Solar Power - San Antonio Solar Panel Company & Installers","Freedom Solar Power - San Antonio Solar Panel Company & Installers","Schertz","(726) 210-0159","customerservice@freedomsolarpower.com","https://freedomsolarpower.com/locations/san-antonio-solar-company?utm_source=gmb&utm_medium=organic","not_called",""
"460","GVEC Solar Services","GVEC Solar Services","Schertz","(855) 898-8807","info@gvecsolarservice.com","http://gvecsolarservice.com/","not_called",""
"461","GVEC Electric Cooperative","GVEC Electric Cooperative","Schertz","(800) 223-4832","info@gvec.org","http://www.gvec.org/","not_called",""
"462","GVEC Solar Services","GVEC Solar Services","Seguin","(855) 898-8807","info@gvecsolarservice.com","http://gvecsolarservice.com/","not_called",""
"463","Solar 360","Solar 360","South Padre Island","(956) 230-6833","","","not_called",""
"464","Bahia Mar & Solare Tower","Bahia Mar & Solare Tower","South Padre Island","(956) 433-5480","info@bahiamarmanagement.com","http://www.bahiamarmanagement.com/","not_called",""
"465","Rankin Roofing & Solar LLC","Rankin Roofing & Solar LLC","Southlake","(817) 554-2064","info@rankinroofingandsolar.com","https://www.rankinroofingandsolar.com/","not_called",""
"466","Affordable Solar Roof & Air - Dallas","Affordable Solar Roof & Air - Dallas","Southlake","(800) 515-1254","info@solarroofair.com","http://solarroofair.com/","not_called",""
"467","ProLight Solar-PV Installer","ProLight Solar-PV Installer","Southlake","(817) 431-5674","info@prolightsolar.com","http://prolightsolar.com/","not_called",""
"468","Derrick Reddell","Derrick Reddell","Sulphur Springs","(903) 885-7571","","","not_called",""
"469","Signature Solar LLC","Brent Staggs","Sulphur Springs","(903) 441-2090","support@signaturesolar.com","www.signaturesolar.com","not_called",""
"470","NRG Renewables","Koen Goggans","Sulphur Springs","(833) 464-4674","info@nrgsolar.com","https://nrgsolar.com","not_called",""
"471","Joe Murillo","Joe Murillo","Sulphur Springs","(903) 885-0787","","","not_called",""
"472","Signature Solar","Mike Lamar","Sulphur Springs","(903) 441-2090","","","not_called",""
"473","Signature Solar","Francisco Ledesma","Sulphur Springs","(903) 441-2090","","","not_called",""
"474","Freedom Solar Power","Skyler Merry","Sulphur Springs","(512) 759-8313","","","not_called",""
"475","Signature Solar","Shawn Little","Sulphur Springs","(903) 441-2090","info@signture.com","https://signture.com","not_called",""
"476","Signature Solar","Austin Reyes","Sulphur Springs","(903) 441-2090","support@signaturesolar.com","https://signaturesolar.com/?trailer=#KDExoSDqyhAGcuaW9RRbcHOjWHQ-CtapG_kA#7uaLoxmPPH8k8r48","not_called",""
"477","Signature Solar","Trevor Wooden","Sulphur Springs","(903) 441-2090","","","not_called",""
"478","Signature Solar","Payton Pearsall","Sulphur Springs","(903) 441-2090","","","not_called",""
"479","DG Renewables","Dayton Gifford","Sulphur Springs","(956) 686-6040","info@dgrenewables.com","https://dgrenewables.com","not_called",""
"480","Signature Solar","Aaron Johnson","Sulphur Springs","(903) 441-2090","","","not_called",""
"481","Phillip Lofxfer","Phillip Lofxfer","Sulphur Springs","(903) 885-7571","","","not_called",""
"482","Integrity Solar USA","Integrity Solar USA","Sunset","(940) 841-4103","briley@integritysolarusa.net","http://www.integritysolarusa.net/","not_called",""
"483","Solar Power Systems Temple","Solar Power Systems Temple","Temple","(254) 414-0625","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Temple","not_called",""
"484","Solar X","Solar X","Temple","(888) 394-1090","","","not_called",""
"485","Solar Supply Inc","Solar Supply Inc","Temple","(254) 791-4822","info@solarsupply.us","http://www.solarsupply.us/","not_called",""
"486","Wright Way Solar Technologies","Rudy Wright","Tyler","(903) 561-5191","info@wright-wsq.com","www.wright-wsq.com","not_called",""
"487","Argus Solar and Construction","Argus Solar and Construction","Universal City","(210) 548-8071","info@argussolarandconstruction.com","http://www.argussolarandconstruction.com/","not_called",""
"488","Redemption Solar Power","Redemption Solar Power","Waco","(254) 355-3600","info@redemptionpower.com","https://redemptionpower.com/","not_called",""
"489","Solar Supply Inc","Solar Supply Inc","Waco","(254) 756-6527","info@solarsupply.us","http://www.solarsupply.us/","not_called",""
"490","Sweet Light Solar","Kit Reaven","Waco","(254) 457-9900","","","not_called",""
"491","Blaze Energy","Blaze Energy","Waco","(254) 273-5004","","","not_called",""
"492","Integrity Solar Inc.","Integrity Solar Inc.","Waco","(254) 307-1483","","","not_called",""
"493","Pure Energy","Pure Energy","Waco","(833) 937-7873","info@pure.solar","http://pure.solar/","not_called",""
"494","Texar Solar","Timothy Liina","Waxahachie","(469) 581-0008","info@texar-solar.com","www.texar-solar.com/","not_called",""
"495","MINT Solar","MINT Solar","Waxahachie","(469) 570-6468","info@mintsolar.com","https://mintsolar.com/","not_called",""
"496","Solar Panel Installation Systems of Weatherford","Solar Panel Installation Systems of Weatherford","Weatherford","(817) 904-4394","","","not_called",""
"497","Caba?a del sol","Caba?a del sol","Weatherford","(817) 443-4439","","","not_called",""
"498","South Texas Roofing","South Texas Roofing","Weslaco","(956) 309-1307","info@mysouthtexasroofing.com","https://mysouthtexasroofing.com/","not_called",""
"499","Evergreen Home Energy","Evergreen Home Energy","Weslaco","(956) 340-9697","info@goevergreenhome.com","http://www.goevergreenhome.com/","not_called",""
"500","American Made Solar and Wind Technologies","American Made Solar and Wind Technologies","Weslaco","(956) 832-3023","info@amsolarandwind.com","https://amsolarandwind.com/","not_called",""
"501","Alpha Valley Roofing","Alpha Valley Roofing","Weslaco","(956) 304-1403","info@alphavalleyroofing.com","https://www.alphavalleyroofing.com/","not_called",""
"502","Solar Panel Company","Solar Panel Company","Weslaco","(956) 357-9751","","","not_called",""
"503","Pure Energy","Pure Energy","Weslaco","(956) 317-9380","info@pureenergyvalley.com","https://pureenergyvalley.com/","not_called",""
"504","Sunergy Services LLC","Sunergy Services LLC","Weslaco","(800) 844-0372","info@sunergyservices.net","https://sunergyservices.net/","not_called",""
"505","Sun of Texas Solar","Sun of Texas Solar","West","(254) 366-8372","info@sunoftexassolar.com","http://www.sunoftexassolar.com/","not_called",""
"506","Madere LLC","Steve Johnson","Wichita","(940) 267-0063","info@alevara.us","alevara.us","not_called",""
"507","True Texas Solar & Roofing","True Texas Solar & Roofing","Willis","(936) 286-8325","info@truetexassolar.com","http://truetexassolar.com/","not_called",""
"508","Now Energy LLC","Shane Swan","Wimberley","(866) 227-1352","info@nrgenergyllc.com","nrgenergyllc.com","not_called",""
"509","Green Solar Savings","Green Solar Savings","Woodway","(254) 203-5045","info@greensolarsavings.com","https://greensolarsavings.com/","not_called",""
