company_name,phone,city,state,website,rating,review_count
"Grounded ATX",(512) 662-1317,,TX,groundedatx.com/?utm_source=gmb_page&utm_campaign=Google%20My%20Business,5,37
"DFW window specialist",(469) 478-9395,,TX,dfwwindowspecialist.com,4.8,37
"SunIsland Energy",(281) 741-0423,Pearland,TX,www.sunislandenergy.com,5,37
"Over the Top Roofing",(940) 391-6773,Denton,TX,ntxroofs.com,4.6,37
"Legacy Roofing & Construction LLC",(469) 991-7663,Allen,TX,legacyroofingusa.com,5,37
"Texas- New Mexico Power (TNMP)",(888) 866-7456,Lewisville,TX,www.tnmp.com,1.4,37
"Rock Central Roofing",(512) 883-4773,Georgetown,TX,rc-roofs.com,4.9,37
"Brunner Island Steam Electric Station",(717) 266-7501,York Haven,TX,www.talenenergy.com/generation/fossil-fuels/brunner-island,2.6,37
"Stellavolta.com",(713) 869-4656,Houston,TX,www.stellavolta.com,4.8,37
"Spectrum Coatings/TuffSkin Texas",(972) 242-1259,,TX,www.spectrumtx.com,5,37
"HNL Construction Group",(469) 644-5199,Southlake,TX,hnlcg.com,5,37
"Variety Blinds and Shutters",(512) 558-1196,Austin,TX,www.varietyblinds.com,4.8,36
"Roofking Construction",(214) 543-2422,Royse City,TX,roofkingconstruction.com,4.8,36
"Hammes & Hammers General Construction",(800) 503-9887,,TX,hammesandhammers.com,4.9,36
"Batteries Plus",(316) 617-4343,Wichita,TX,www.batteriesplus.com/store-locator/ks/wichita/batteries-plus-902?utm_source=gmb&utm_medium=local&utm_campaign=bpb&storecode=902,4.2,36
"Lemar Gate & Fence Supply",(903) 852-6600,Brownsboro,TX,lemarsupply.com,4.6,36
"Buzz Custom Fence",(469) 316-6044,Duncanville,TX,buzzfence.com/contact-us/get-a-free-estimate,5,36
"Engenuity Energy",(903) 262-9386,,TX,www.engenuityenergy.com,5,36
"Seaholm Power",(512) 458-8153,Austin,TX,,4.7,36
"Rexel",(469) 675-2077,Allen,TX,www.rexelusa.com/locations/TX/Allen/2562?utm_source=local-listings&utm_medium=organic&utm_content=GMB,4.9,36
"Premier Solar Systems",(915) 221-7516,,TX,mypremiersolar.com,5,36
"RoofCrafters, Inc.",(512) 331-5500,Austin,TX,www.roofcrafters.com,4.6,36
"US Global Construction LLC",(972) 834-0443,Princeton,TX,www.usgcconstruction.com,4.8,35
"Hamilton County Electric Cooperative",(254) 386-3123,Hamilton,TX,www.hamiltonelectric.coop,3,35
"SP Construction LLC",(254) 931-9313,Temple,TX,buildingtemple.com,4.8,35
"Valor Roofing Group",(214) 854-6204,Frisco,TX,valorroofinggroup.com,4.9,35
"Armour Roofing Texas",(817) 862-9117,Fort Worth,TX,armourroofingtx.com,4.7,35
"American Eagle Solar",+1 346-656-9557,Houston,TX,www.americaneaglesolar.us,5,35
"Red Dirt DFW",(817) 454-0608,Rockwall,TX,reddirtdfw.com,4.8,35
"Raygime Power",(800) 801-0253,Bradenton,TX,raygimepower.com,4.9,35
"NGP Americas",(972) 331-0039,Plano,TX,www.ngpamericas.com,4.4,35
"HighRidge Home Services & Construction",(915) 759-8844,El Paso,TX,,2.9,35
"Philmar Fence Contractor",(512) 910-0111,Austin,TX,philmarfence.com/contact,5,35
"Bill's Glass & Screen",(512) 255-3598,Round Rock,TX,billsglassandscreen.com,4.6,35
"TCR Roofing",(940) 594-6515,Denton,TX,www.tcr-roofing.com,4.7,34
"Positive Leaders of Tomorrow Inc",(346) 426-4448,Houston,TX,www.goplot.org,4.9,34
"Beat The Heat Shading Systems",(806) 797-2328,Lubbock,TX,www.beattheheatshades.com,4.5,34
"Window Zone",(469) 557-6333,Farmers Branch,TX,windowzonedfw.com,5,34
"Savant Energy LLC",+1 844-372-8268,Sugar Land,TX,www.savantenergy.com,4.6,34
"The New Modern Home",(469) 803-1000,Richardson,TX,www.thenewmodernhome.com,4,34
"Art Smart Painting & Remodeling",(972) 965-2567,Allen,TX,www.artsmartpainting.com,4.9,34
"Down Home Roofing & Construction Co.",(214) 726-6981,,TX,downhomeroofing.com,5,34
"Quantum Solar Power, LLC",(915) 201-3875,El Paso,TX,www.qtmsolar.com,4.5,34
"Mighty Dog Roofing Dallas",(214) 978-3837,Dallas,TX,www.mightydogroofing.com/dallas,4.5,34
"The CE Group Inc.",(210) 822-5001,San Antonio,TX,www.cegroupinc.net,4.9,34
"Alpine Electric",(402) 440-4371,,TX,,4.9,34
"North Dallas Shutters & Blinds",(214) 713-9367,Frisco,TX,ndshuttersblinds.com/frisco/window-treatment-store,5,34
"One Real Roofing and Construction",(817) 677-6822,,TX,www.onerealroofer.com,5,34
"HomeStop Inc.",(214) 429-4629,Arlington,TX,www.homestop.us/?utm_source=organic&utm_medium=gmb&utm_campaign=HomeStop,4.3,33
"Reed Hydromulch & HydroSeeding",(817) 929-5771,Arlington,TX,www.reedhydromulch.com,4.8,33
"Structure Ace Roofing & Solar",(833) 424-5629,Metairie,TX,,4.8,33
"Gravity Electric",(469) 833-2891,Dallas,TX,gravityservicesmep.com,4.6,33
"Ja-Mar Roofing & Sheet Metal - Abilene",(325) 672-0204,Abilene,TX,www.jamarroofing.com/abilene-roofers/?utm_source=google&utm_medium=gbp&utm_campaign=Abilene,5,33
"Connected Exterior Cleaning",(945) 341-1922,Richardson,TX,connectedexteriorcleaning.com,5,33
"Tortoise Construction LLC - Kitchens and Remodeling",(971) 800-0150,,TX,www.tortoiseconstructionllc.com,5,33
"Diaz Contracting",(806) 477-2079,Amarillo,TX,,4.9,33
"South Plains Electric Co-op-North Office",(806) 775-7732,Lubbock,TX,www.spec.coop,4.5,33
"High Bar Roofing and Construction LLC",(817) 925-6737,Haslet,TX,www.highbarroofing.com,4.7,33
"Astrawatt Solar - Austin",(512) 774-6888,,TX,www.astrawatt.com/?utm_source=google&utm_medium=organic&utm_campaign=atx-gmb-listing,5,33
"Hermun Enterprises",(915) 356-9175,El Paso,TX,hermunenterprises.com,5,33
"Excel Construction Group",(806) 414-4250,Amarillo,TX,www.excelcg.com/texas/potter-county/amarillo,5,33
"Alamo Classic Ponies",(210) 647-8264,San Antonio,TX,alamoclassicmustang.com,4.1,33
"Elliott Electric Supply",(956) 331-2410,McAllen,TX,www.elliottelectric.com/locations/144/TX/McAllen.aspx,4,33
"Solar Technologies LLC",(281) 701-8151,Houston,TX,solarresttech.com,5,33
"Solaris Window Tinting",(512) 956-2425,Austin,TX,solaristinting.com,4.9,33
"CH Solar LLC",(346) 424-9523,Houston,TX,www.chsolarllc.com,5,33
"Altura Roofing",(469) 226-4198,Allen,TX,altura-roofing.com,5,33
"Toll Brothers Houston Design Studio",(281) 664-7255,Houston,TX,www.tollbrothersdesignstudio.com/studio-locations/tx/houston,4.3,33
"IES Residential",(972) 463-1455,Rowlett,TX,www.iesresidential.com,2.8,33
"Sunora Home",(800) 425-4545,,TX,sunorahome.com,4.9,33
"Druthers Energy LLC",(254) 242-8897,,TX,druthersenergy.com,5,33
"Perseverant Solutions",(800) 804-0570,El Paso,TX,perseverantsolutions.net,4.4,32
"Generation Roofing and Construction Group",(214) 542-8734,McKinney,TX,generationroof.com,5,32
"Lamar Electric Cooperative",(903) 784-4303,Blossom,TX,lamarelectric.coop,2.7,32
"River Ranch Roofing And Construction",(512) 962-2663,Round Rock,TX,riverranchroofingconstruction.com,5,32
"Lone Star Window & Glass Inc.",(817) 469-1352,Arlington,TX,,4.1,32
"Reign Roofing - Buda",(512) 601-0537,Buda,TX,www.reignroof.com,5,32
"JUCASASERVICES",(956) 594-0701,Harlingen,TX,,4.8,32
"Progressive Energy Solutions, Inc.",(888) 603-4255,Redlands,TX,www.progressiveenergysolutions.com,4.2,32
"L3Harris",(903) 455-3450,Greenville,TX,www.l3harris.com,4.3,32
"New Leaf Roofing",(214) 924-0186,McKinney,TX,www.newleafroofing.net,4.9,32
"C2 Roofing",(972) 528-7663,Frisco,TX,c2roofing.com,5,32
"INSULeer",(833) 866-2665,,TX,insuleer.com,4.9,32
"DrBuild",(214) 659-1899,Grapevine,TX,drbuild.us/electrical,5,32
"Armstrong's Glass & Mirror",(817) 937-6267,Fort Worth,TX,www.armstrongsglass.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,3.9,32
"Texan Glass & Solar Control",(972) 288-9933,Grand Prairie,TX,www.texanglass.com/grandprairie,4.8,32
"Trinity Solar Screens, Shades, Shutters, & Canopies",(956) 308-1220,Laredo,TX,,4.9,32
"Wallaby Windows of North Texas",(214) 238-4934,,TX,wallabywindows.com/north-texas,4.9,32
"Blanco Electric LTD. CO. (BELCO)",(713) 686-6767,Houston,TX,blancoelectric.com,4,32
"Top Rail Fence South Dallas",(469) 378-9305,,TX,toprailfences.com/south-dallas/?utm_source=google&utm_medium=organic_gmb&utm_campaign=gmb,4.9,32
"American Roofing Pros",(915) 538-2437,El Paso,TX,,2.8,32
"PureTex Solutions",(936) 697-2026,Houston,TX,puretexsolutions.net,4.5,32
"Southwest Energy",(915) 288-3100,El Paso,TX,southwestenergy.io,4.7,32
"MasTec",(701) 282-6171,Fargo,TX,www.wanzek.com,3.2,32
"Ennis Products, Inc.",(903) 872-2118,Rice,TX,www.ennisproducts.com,3.7,32
"Pro-Tech Pool Services",(210) 385-4590,San Antonio,TX,protechpoolservicesatx.com,4.8,32
"Tarrant Solar",(817) 360-1115,Richland Hills,TX,tarrantsolar.com,4.7,31
"Time Machine ATX",(512) 363-6420,Austin,TX,www.timemachineatx.com,5,31
"Anchor Energy",(469) 885-1239,Prosper,TX,www.anchor.energy,5,31
"Edison Solar",(800) 690-2980,Farmers Branch,TX,www.edisonsolartx.com,3.8,31
"Icon Power",(888) 777-3766,Houston,TX,iconpower.com/locations/texas/houston/?utm_source=GMB&utm_medium=organic,4.5,31
"StevenSons Heating & Air Conditioning, Inc.",(972) 475-3227,Rowlett,TX,www.stevensonshvac.com,4.7,31
"Drury Roofing",(512) 836-0634,Austin,TX,www.druryroofingtx.com/?utm_campaign=gmb,4.9,31
"LgO Services, LLC",(210) 386-0973,San Antonio,TX,www.lgoservices.com,5,31
"Devore Construction LLC",(817) 940-8256,Sulphur Springs,TX,devoreconstructionllc.com,5,31
"Window Washing Wonders",(254) 231-3289,Temple,TX,,5,31
"RISE Residential",(972) 701-5555,Dallas,TX,www.rise-residential.com,3,31
"New Era Solar Energy",(321) 381-3192,,TX,newerasolarenergy.com,4.6,31
"NGS",(281) 494-7161,Stafford,TX,www.ngs.inc,4.7,31
"MMR Group",(225) 756-5090,Baton Rouge,TX,www.mmrgrp.com,3.9,31
"Monticello Park by Starlight Homes",(817) 873-3720,Princeton,TX,www.starlighthomes.com/dallas/monticello-park?utm_medium=organic&utm_source=gmblisting,3.4,31
"Taylor Lightning Protection",(281) 400-9086,Katy,TX,,3.5,31
"Meis Roofing",(512) 212-9882,Austin,TX,meisroofing.com/roofing-locations/austin-tx-roofer/?utm_source=gbp-austin&utm_medium=organic&utm_campaign=gbp-listing-main,5,30
"Lucent Home Energy",(405) 784-6836,,TX,www.lucenthomeenergy.com/?utm_campaign=gmb,4.8,30
"Abilene Window Tinting",(325) 660-1812,Abilene,TX,abilenetinting.com,5,30
"Mash Electric - Emergency Electricians in Houston",+1 832-844-1853,Cypress,TX,www.mashelectric.us,4.8,30
"Hawkins Roofing & Renovations",(972) 369-7302,McKinney,TX,hawkinsroofingandrenovations.com,5,30
"SunPower Corporation",(512) 735-0100,Austin,TX,us.sunpower.com,2.2,30
"Fluor Corporation",(469) 398-7000,Irving,TX,www.fluor.com,4.7,30
"ENGIE North America",(713) 636-0000,Houston,TX,www.engie-na.com,3.4,30
"Epic Solar Control, LLC",(469) 577-9933,McKinney,TX,epicsolarcontrol.com,4.8,30
"Dirt Bandit Pro Wash",(972) 975-2495,,TX,www.dirtbanditprowash.com,5,30
"Meraki RGV Solar Solutions",(956) 578-3529,McAllen,TX,meraki-solutions.ueniweb.com,5,30
"CoreLine Insulation",(469) 209-5580,,TX,corelineinsulation.com,5,30
"Texas Solar Energy",(832) 329-8949,,TX,texsolarenergy.com/contact,5,30
"Humble Home Services",(945) 222-5055,,TX,humbledfw.com,5,30
"SPS Electric",(806) 744-7055,Lubbock,TX,www.spselectric.com,4.3,30
"All About Pools",(903) 630-6439,Tyler,TX,poolsandpond.com,4.7,30
"AutoBrite Company",(210) 736-1892,San Antonio,TX,autobriteco.com,4.7,30
"Skylights Over Texas",(210) 239-2044,San Antonio,TX,www.skylightsovertexas.com,4.6,30
"Bob Scott Water Well Service",(806) 680-4779,Amarillo,TX,,5,30
"Shade-Outdoor Living Solutions",(512) 872-2880,Austin,TX,www.shadeandmore.com,4.7,30
"Clearlight Windows & Doors",(325) 673-4921,Abilene,TX,,4.2,30
"Red Alarm",(361) 906-8803,Corpus Christi,TX,www.redalarmsecurity.com,4.9,30
"Extreme Window Cleaning",(915) 345-5842,El Paso,TX,elpasowindowcleaning.com,4.9,30
"baklava roofing",(469) 536-8656,Frisco,TX,www.baklavaroofing.com,4.7,30
"HKM Construction LLC",(682) 382-8468,,TX,www.hkmdfw.com,4.9,30
"Greentech Renewables Austin",(512) 441-0016,Buda,TX,cedgreentechaustin.portalced.com,4.1,29
"IHS GENERAL CONTRACTING SERVICES",(214) 802-2766,Frisco,TX,www.ihsgcs.com,5,29
"DCT Roofing Solutions",(940) 536-0600,Denton,TX,dctroofingsolutions.com,4.6,29
"MCA SOLAR & ROOF",(214) 482-5272,Arlington,TX,mcasolar.com,5,29
"Green Sun",(915) 781-6217,El Paso,TX,greensunelpaso.com,3.5,29
"Isaias Electric",(956) 324-6207,Laredo,TX,www.isaiaselectricinc.com,4.4,29
"Golden Gates Security",+1 281-777-0300,Richmond,TX,goldengatessecurity.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.9,29
"Chenault window services",(972) 783-9572,Dallas,TX,chenaultswindowservices.net,4.1,29
"Dynamic Tintz",(469) 840-4008,,TX,www.dynamictintz.com,5,29
"Austin Solar Attic Fans",(512) 578-8995,,TX,austinsolaratticfans.com,5,28
"American Tinters LLC",(817) 442-6000,Grapevine,TX,www.americantinters.com,4.6,28
"Herc Rentals",(903) 595-3820,Tyler,TX,www.hercrentals.com/locations/texas/tyler/tyler.html?utm_source=GMB&utm_medium=organic&utm_campaign=Tyler-TX-75708-USA,4.7,28
"Executive Roofing, LLC",+1 936-236-9092,Bellville,TX,executiveroofingteam.com/?utm_campaign=apex,5,28
"Century Roofing & Construction",(915) 503-2727,El Paso,TX,centuryroofingconstruction.com,5,28
"Berry Pool",(956) 541-1309,Brownsville,TX,www.berrypool.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12079113045275052355,3.7,28
"Major League Home Services, LLC",(512) 998-7677,,TX,www.majorleaguehomeservices.com,4.7,28
"Sparta Home Solutions Inc.",(956) 252-1360,,TX,www.spartahomesteadsolutions.com,5,28
"OG Home Solutions",(915) 247-2626,El Paso,TX,oghsolutions.com,5,28
"Sparks ""R"" Us Electrical Services",(214) 730-0463,Dallas,TX,sparksruselectrical.org,4.6,28
"Howard Supply Co.",(432) 367-8116,Odessa,TX,www.howard-supply.com,4.4,28
"3 Kings Roofing",(833) 314-7663,Georgetown,TX,www.3kingsroofing.com/texas-locations,4.7,28
"Texas Solar Professional LLC - Houston",(346) 885-8949,Houston,TX,texassolar.pro,4.9,28
"ProTex Roof Systems",(214) 983-8384,Terrell,TX,www.protexroofsystems.com,5,28
"KNS Solar",(877) 567-7788,Houston,TX,www.kns-solar.com,4.6,28
"IES Residential",(281) 498-2212,Stafford,TX,www.iesresidential.com,4,28
"V&E Services",(512) 436-3393,,TX,www.veservicestx.com,5,28
"Paramount Roofing and Solar, LLC",(512) 294-5104,Austin,TX,www.paramountrands.com,4.7,28
"MTR Contractors",(972) 432-7011,Frisco,TX,www.mtrcontractors.com,4.9,28
"Quick Roofing",(210) 521-7663,San Antonio,TX,www.quickroofing.com/san-antonio,4.8,28
"Static Smart Home",(833) 478-2842,Richardson,TX,www.staticsmarthome.com,4.1,28
"Guardian Exteriors Inc",(214) 819-9800,Duncanville,TX,www.guardianexteriors.com,4.8,28
"evrynite",(214) 810-1110,Dallas,TX,evrynite.com,5,28
"Country Club Roofing",(214) 901-0988,Allen,TX,www.countryclubroofing.com,4.8,28
"Continental Smart Solutions",(915) 205-0832,El Paso,TX,continentalsmartsolutions.com/contact-us,4.9,27
"DNA Electrical Concept LLC",(915) 540-8328,El Paso,TX,dnaeletricalservice.com,5,27
"WESTERN INSULATION",(281) 822-9953,Webster,TX,radiantatticinsulationsolution.com,5,27
"Statewide Pools",(325) 701-9234,Abilene,TX,statewidepoolsllc.com,3.6,27
"Tint National",(469) 271-6730,Greenville,TX,www.tintnational.com/?utm_campaign=gmb,5,27
"Crites Contracting Company LLC",(443) 239-0683,,TX,www.critescontracting.com,5,27
"Long Enterprises AC Repair & Service",(972) 752-5000,,TX,www.longacrepair.com,4.4,27
"enTech Electronics, LLC",(972) 286-9933,,TX,www.entechel.com,5,27
"Texas Build Co",(214) 293-4677,,TX,www.txbuildco.com,5,27
"Solcius",(800) 960-4150,,TX,,2.6,27
"Solar X Window Film Systems",(713) 932-8832,Houston,TX,solarx.com,4.3,27
"Sharona home builders",(469) 854-3167,,TX,sharonahomebuilders.com,5,27
"The Austin Roof Doctor",(737) 307-1960,Austin,TX,theaustinroofdr.com,4.9,27
"Frontier Roofing & General Contractors LLC",(817) 470-1834,,TX,frontierroofinggc.com,4.9,27
"Texas Rolling Shutters & Screens",(737) 245-0095,Georgetown,TX,www.texasrollingshuttersandscreens.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,5,27
"Hive Roofing and Solar",(512) 862-1164,Round Rock,TX,www.hiveroofingandsolar.com,4.8,27
"5Star Solar Panel Cleaning and Pressure Wash",(915) 543-0207,El Paso,TX,www.5starsolarpanelcleaningandpressurewash.com,5,27
"Starlight Solar",(713) 929-9454,Houston,TX,www.starlightsolartexas.com,4.7,27
"Graybar",(505) 449-4500,Albuquerque,TX,www.graybar.com/store-finder?utm_source=rioseo&utm_medium=organic&utm_content=google-locations&utm_campaign=rioseo-ALNM&cm_mmc=rioseo:organic-_-google-_-locations-_-ALNM,4.4,27
"Elite RV Roof and Collision | Denton, TX",(940) 239-3800,Denton,TX,elitervpros.com,4.9,27
"Austin Windowerks",(512) 837-7200,Austin,TX,www.windowerks.com,4.3,27
"Designer Roofing",(972) 644-6556,Prosper,TX,designerroofing.com/?utm_source=GMBlisting&utm_medium=organic,4.9,27
"WHC Inc",(337) 837-8765,Broussard,TX,www.whcenergyservices.com,4.5,27
"Panther Roofing LLC",(214) 422-8187,,TX,www.pantherroof.com,5,27
"Elliott Electric Supply",(254) 752-3331,Waco,TX,www.elliottelectric.com/locations/42/TX/Waco.aspx,4.8,26
"Capital Systems",(512) 897-4216,Austin,TX,www.capitalpowersystems.com,4.8,26
"Hatcher Water Well Service",(361) 358-8550,Beeville,TX,www.hatcherwaterwellservice.com,4.8,26
"BNK Services",(903) 746-1058,Tyler,TX,bnkservices.com,4.6,26
"Obsidian Solar",(832) 779-4447,Dallas,TX,,3.3,26
"Smart House Improvement LLC",(915) 229-2090,El Paso,TX,www.smarthouseimprovement.com,5,26
"Beene Brothers Ventures, LLC",(682) 730-0725,Mansfield,TX,beenebrothers.com,5,26
"Diamond Pools Inc",(817) 304-7946,Fort Worth,TX,diamondpoolstexas.com,3.8,26
"MIKCOR ELECTRIC LLC",(512) 677-1394,,TX,www.mikcorelectric.com,5,26
"East Texas Roof Works & Sheet Metal",(903) 723-4095,Palestine,TX,www.easttexasroofworks.com,4.7,26
"Complete Elite Technologies",(972) 807-0075,,TX,complete-elite.tech,5,26
"Sun Pro Window Tinting",(512) 335-9848,Round Rock,TX,sunprowindowtinting.com,4.9,26
"CIMA Contractors, LLC",(972) 905-0673,Plano,TX,www.cimacontractors.com,5,26
"Alamo Glass & Solar Screens",(956) 781-1906,Alamo,TX,riograndevalley.golocal247.com/biz/alamo-glass-and-windshields/alamo-tx/971983,4.6,26
"Solara Custom Living",(214) 744-9900,Dallas,TX,solaracustomliving.com,4.7,26
"JEB CONSTRUCTION • IRVING",(214) 223-4743,Irving,TX,,5,26
"MK Power Shop",(214) 846-7608,,TX,mkpowershop.com,5,26
"WT Film Solutions",(806) 433-4892,Amarillo,TX,www.wtfilmsolutions.com,5,25
"Nortex USA",(469) 793-0529,Frisco,TX,nortexusa.com,5,25
"Brighter Electric LLC",(214) 470-7641,,TX,brighterelectric.net,5,25
"Homeland Energy Resource Center Inc",(972) 841-1161,Arlington,TX,homelandenergytx.com,4.5,25
"B&B's Blinds",(214) 903-4474,McKinney,TX,bnbsblinds.com,4.8,25
"Zehra Solutions",(915) 873-8714,El Paso,TX,zehrasolutions.com,4.4,25
"S&H Solar & Electric",(940) 247-9960,Iowa Park,TX,shsolarelectric.com,4.6,25
"Weststar Energy Solutions",(915) 955-3096,El Paso,TX,www.solarelpasotexas.com,4.6,25
"Square One Exteriors",(903) 387-7725,Gladewater,TX,square1exteriors.com,4.8,25
"Ready Solar",(956) 452-4484,McAllen,TX,goreadysolar.com,4.4,25
"Laredo Roofing Solutions",(956) 774-7663,Laredo,TX,www.laredoroofingsolutions.com,4.2,25
"Roof Experts",(512) 900-1054,Round Rock,TX,roofexperts.com/roofing-austin-tx,5,25
"Raptor Roofing",(214) 906-6484,McKinney,TX,www.raptorroof.com,5,25
"DCG Electric Corp",(214) 200-6947,Grand Prairie,TX,www.dcgelectric.com,4.2,25
"Roofing Service Company",(469) 795-1647,Allen,TX,roofingservicecompany.com/texas,5,25
"Monumental Construction",(469) 910-3060,Frisco,TX,www.monumentalroofing.com,4.8,25
"ECC Solar",(505) 454-0614,Las Vegas,TX,eccsolar.com,5,25
"Austin's Draperies & Blinds Unlimited",(512) 507-1942,,TX,,5,25
"Power Up Your Home - Texas Electricity Rates Light Company",(832) 559-2572,,TX,powerupwithpris.myambit.com/rates-and-plans,5,25
"Campbell Roofing & Solar, LLC",(832) 779-1150,,TX,www.campbellroofingsolar.com,5,25
"I Tech Cameras",(800) 799-2823,Waco,TX,www.itechcamera.com,4.8,25
"Liberty Trident Electrical",(903) 394-6305,,TX,libertytridentelectrical.godaddysites.com,5,25
"Southern Roofing",(972) 596-4230,Plano,TX,www.southernroofingllc.com,3.6,25
"FreeLite",(972) 234-5990,Garland,TX,freelitetx.com,5,25
"Long Electric Co.",(325) 672-2112,Abilene,TX,www.longelectric.co,4.3,25
"General glass",(214) 391-9699,Heath,TX,www.generalglass-rockwall.com,4.9,24
"Roofs By Nicholas of Lubbock",(806) 605-0880,Lubbock,TX,www.roofsbynicholas.com/lubbock-tx-roofing-company,5,24
"Escandon Roofing Inc",(915) 532-1582,El Paso,TX,www.escandonroofinginc.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso,4.3,24
"North Valley Solar Power",(530) 688-6246,Yuba City,TX,northvalleysolarpower.com/location/yuba-city-ca/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=Yuba-City,4.9,24
"Maverick Property Services",(469) 838-5325,Plano,TX,maverickservicestx.com,5,24
"Blue Chip Solar LLC",(218) 760-9592,Prosper,TX,,3.4,24
"New View Roofing",(469) 716-6045,Plano,TX,www.newviewroofing.com/service-area/plano-tx,4.8,24
"VVM SOLAR",(956) 244-4657,Mission,TX,www.vvmsolarpower.com,4.2,24
"Skylight Specialists, Inc.",(512) 387-5600,Cedar Park,TX,skyspec.com/resources/about-us/skylight-specialists-of-texas,4.8,24
"Faz Roofing, Inc.",(214) 821-1111,Dallas,TX,www.fazroofing.net,3.5,24
"LexineGroup",(956) 992-0690,McAllen,TX,www.lexinegroup.com,4.8,24
"Tridom Roofing LLC",(210) 787-3833,San Antonio,TX,www.tridomroofing.com/locations/roofing-san-antonio-texas/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=san-antonio,4.6,24
"Fritts-Bec",(682) 302-4505,Dallas,TX,frittsbec.com/#contactus,5,24
"Texas Electricity Power - Ambit Energy For New Service",(956) 532-0141,Weslaco,TX,txelectricitypower.joinambit.com,5,24
"Sanchez Roofing Solutions",(214) 614-7058,,TX,www.sanchezroofingsolutions.com,5,24
"Redemption Roofing",(281) 205-1337,League City,TX,www.redemptionroofing.com,4.9,24
"Michigan Solar Solutions",(989) 833-5333,Riverdale,TX,www.michigansolarsolutions.com/locations/riverdale.html,4.8,24
"Maxim Roofing & Restoration Houston Roofing and Construction Company",(832) 776-1884,Houston,TX,maximroofingrestoration.com,5,24
"Bullet Energy Solutions",(512) 942-2448,Austin,TX,bullet-energy.com,4.8,24
"Whitehart Energy LLC",(512) 842-7787,Wimberley,TX,whitehartenergy.com,5,24
"Webb's Glass LLC",(214) 926-2835,,TX,webbsglass.com,5,24
"GLDN Solar & Roofing",+1 208-871-8604,Katy,TX,gldn-energy.com,4.8,24
"Wylie Window Cleaning",(972) 513-6210,Wylie,TX,www.wyliewindowcleaning.com,5,24
"Jad Electrical",(336) 233-4998,,TX,www.jadelectrical.com,4.9,24
"NRG Energy, Inc.",(713) 537-3000,Houston,TX,www.nrg.com,2.5,24
"Maverick Roofing",(432) 617-0607,Midland,TX,maverickroofing.com/midland-odessa,5,24
"E D Miller Services LLC",+1 214-351-6171,Dallas,TX,www.millerservicecompany.com/?utm_campaign=gmb,3.5,24
"Go Green Roofing",(972) 754-7653,McKinney,TX,gogreen-roofing.com,4.5,24
"Clear Choice Window Cleaning",(512) 887-4463,Austin,TX,www.windowcleaningatx.com,5,24
"Ascend Roofing",(214) 725-7577,Frisco,TX,ascend-roofing.com,5,23
"Fowler Ridge Wind Farm",(765) 884-1000,Fowler,TX,,4.7,23
"Sector 7 Energy",(972) 509-0159,Plano,TX,www.sector7energy.com,3.3,23
"Energy Attic Fort Worth",(817) 529-6087,Fort Worth,TX,energyattic.com/?utm_source=google&utm_medium=GM&utm_campaign=Website-FW,4.9,23
"OOVO WINDOW FILMS - Southlake",(817) 675-6188,Southlake,TX,oovo.com/free-in-home-estimate-texas/southlake-window-film-installation,5,23
"Patriot Roofing Texas",(817) 873-8778,Grapevine,TX,patriotroofingtexas.com,4.7,23
"Gemsco",(844) 980-5506,Grand Prairie,TX,www.gemscoroofing.com,4.8,23
"Texas Pro Systems",(346) 306-6785,,TX,www.texasprosystems.com,4.7,23
"BayWa r.e. Solar Systems",(505) 216-7834,Santa Fe,TX,www.solar-distribution.com,5,23
"D&D Contracting",(512) 905-8501,Austin,TX,www.ddtxcontracting.com,5,23
"Gamma Strategies LLC",(512) 571-7982,,TX,gogamma.org,5,23
"Vilu Energy",(956) 269-1360,Laredo,TX,viluenergy.com,4.5,23
"JB Fence Stain and Restoration",(432) 352-3702,,TX,jbfencestainandrestorationtx.com,3.7,23
"Greater Texas Solar",(830) 507-3884,Mason,TX,greatertexassolar.com,5,23
"Pella Windows and Doors Showroom of Rohnert Park, CA",(707) 394-5886,Rohnert Park,TX,www.pella.com/locations/ca/rohnert-park/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,23
"Ferguson HVAC Supply",(210) 446-2796,San Antonio,TX,www.ferguson.com/store/tx/san+antonio/hvac-1503?utm_source=google&utm_medium=organic&utm_campaign=hvac_lis_listingtraffic&utm_content=listing,4.1,23
"Tikun Olam Services Inc",(956) 776-3841,McAllen,TX,wix.to/Lr45pv4,5,23
"Amarillo Water Well, LLC",(806) 803-9433,Amarillo,TX,www.amarillowaterwell.com,4.5,23
"Omega Electrical & Mechanical Contractors",(915) 855-6868,El Paso,TX,www.omegapowerep.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso,4.4,23
"Good Choice Energy",(361) 210-7336,,TX,www.goodchoiceenergy.com,5,22
"Surface Solutions Llc",(210) 412-8793,San Antonio,TX,surfacesolutionssa.com,5,22
